sample_idx,frame_idx,timestamp_sec,valid,message,tx,ty,tz,rx_deg,ry_deg,rz_deg,scale,pose_tx,pose_ty,pose_tz,pose_rx,pose_ry,pose_rz,pose_scale
12,180,6.0005255972696245,True,OK,-0.012876809919174864,0.010466323910301806,0.02270710922304564,-10.697127246382655,5.952892918375652,8.592270804452596,1.0251970150636833,-0.012876809919174864,0.010466323910301806,0.02270710922304564,-0.186700090954172,0.10389758144430919,0.14996341576067965,1.0251970150636833
13,195,6.500569397042093,True,OK,-0.03356740712484618,-0.032645625008606585,0.03824293243772736,-9.599811224675758,2.4955626783167575,7.310990548211916,1.0875454991860614,-0.03356740712484618,-0.032645625008606585,0.03824293243772736,-0.16754831344050108,0.04355578542651552,0.12760085664848317,1.0875454991860614
14,210,7.0006131968145615,True,OK,-0.019119571743503302,0.021976362724527354,-0.0060183446116637285,148.89721257126328,-13.638246269294779,105.1753011198296,1.1205673191267684,-0.019119571743503302,0.021976362724527354,-0.0060183446116637285,2.5987466064104363,-0.23803230159702712,1.8356552963175057,1.1205673191267684
15,225,7.50065699658703,True,OK,-0.005574739059135678,-0.008986974287879881,0.02715556159660726,163.46637861494818,-27.605873232537007,102.28096731123775,1.1377606396448117,-0.005574739059135678,-0.008986974287879881,0.02715556159660726,2.8530265231424936,-0.481813380795941,1.7851396417057903,1.1377606396448117
16,240,8.0007007963595,True,OK,0.09674714629753031,-0.03599347227065865,0.03519677828842671,175.89558868548235,-29.682574671591734,87.01801178731425,1.2540488368820797,0.09674714629753031,-0.03599347227065865,0.03519677828842671,3.0699571622953514,-0.5180586584883503,1.5187508142278694,1.2540488368820797
17,255,8.500744596131968,True,OK,-0.037395006778420586,-0.03608280594530017,-0.024839828235372008,-15.11498429069616,1.8885162341060129,-1.220691461858424,1.2949668819591331,-0.037395006778420586,-0.03608280594530017,-0.024839828235372008,-0.2638062422598677,0.032960826262513954,-0.021305085160412275,1.2949668819591331
18,270,9.000788395904436,True,OK,0.0007914266691522037,-0.03843880096588018,-0.03659507316269073,-6.799556497344929,13.216317756659612,1.829781813014843,1.299871117440836,0.0007914266691522037,-0.03843880096588018,-0.03659507316269073,-0.11867464855404207,0.23066825984350095,0.03193571723022024,1.299871117440836
19,285,9.500832195676905,True,OK,-0.033604608599145006,-0.1064429683251891,0.033074665612716436,19.6364836884075,22.224698869943893,0.6392250419395824,1.2169254574823511,-0.033604608599145006,-0.1064429683251891,0.033074665612716436,0.3427212938768711,0.387894170544784,0.011156581643044552,1.2169254574823511
20,300,10.000875995449373,True,OK,-0.04021988895294469,-0.09082563279484179,0.022232101237959268,7.294061085269588,8.710430549391386,1.0893819321209022,1.2473087668876028,-0.04021988895294469,-0.09082563279484179,0.022232101237959268,0.12730538177954517,0.15202569235317825,0.019013301527247117,1.2473087668876028
21,315,10.500919795221842,True,OK,-0.057829809616733036,0.20091101790691834,-0.052099763206731264,3.524777002332049,12.827021124172889,-4.972001658830367,1.175492466467032,-0.057829809616733036,0.20091101790691834,-0.052099763206731264,0.0615189640892701,0.22387375183968133,-0.08677779936120969,1.175492466467032
22,330,11.000963594994312,True,OK,0.06795143237698936,0.1692005736540851,-0.003660391066041546,10.081574540284178,3.8875526531280817,-11.008621907222551,1.1964936020854395,0.06795143237698936,0.1692005736540851,-0.003660391066041546,0.1759566695131926,0.06785059364172606,-0.19213669838821124,1.1964936020854395
23,345,11.50100739476678,True,OK,0.03558020363419452,-0.05808102365612051,0.028521331532117333,1.940227539744781,-5.366573843727013,4.8284273757565,1.3081046355338108,0.03558020363419452,-0.05808102365612051,0.028521331532117333,0.03386335880641557,-0.09366438312444401,0.08427195540038036,1.3081046355338108
24,360,12.001051194539249,True,OK,-0.010267382183456297,-0.10372093616800684,0.01101568477860726,-21.399871052783062,-13.086066276074673,13.77401468725456,1.3771095852254989,-0.010267382183456297,-0.10372093616800684,0.01101568477860726,-0.37349820937328965,-0.2283949426516963,0.2404019075106491,1.3771095852254989
25,375,12.501094994311718,True,OK,-0.00788938296675118,-0.0934517866508634,0.05295614540520599,-1.424742120606588,-7.104180786065721,-0.5235802191045911,1.436439390127989,-0.00788938296675118,-0.0934517866508634,0.05295614540520599,-0.02486644099643111,-0.12399134537376573,-0.009138198721688431,1.436439390127989
26,390,13.001138794084186,True,OK,0.025122414188831085,-0.15639041668235482,0.0010086939388657123,-7.641394459115871,-1.0129615535938368,8.377434152821563,1.5000880658001228,0.025122414188831085,-0.15639041668235482,0.0010086939388657123,-0.13336749275522317,-0.01767951430632945,0.14621380883575807,1.5000880658001228
27,405,13.501182593856655,True,OK,-0.04766693906064079,-0.035527217968523206,-0.008050693888749905,-5.0727950946886065,1.5465254546343172,0.9614099635441816,1.4290339452261631,-0.04766693906064079,-0.035527217968523206,-0.008050693888749905,-0.0885369766813337,0.02699196114927103,0.01677976932532462,1.4290339452261631
28,420,14.001226393629123,True,OK,-0.08516007188505681,-0.005664044506750288,-0.028869603355952678,-3.9555861300736797,4.2444731052037765,3.3933632394387034,1.4845427980087964,-0.08516007188505681,-0.005664044506750288,-0.028869603355952678,-0.0690380018160064,0.07408003069815357,0.05922536124434607,1.4845427980087964
29,435,14.501270193401592,True,OK,0.05710477479416759,-0.04801004745061288,-0.006901568338502195,-0.9643552757292417,4.064371890764427,4.976023271390536,1.4592709207454526,0.05710477479416759,-0.04801004745061288,-0.006901568338502195,-0.016831174720453028,0.07093667151934656,0.08684798974162422,1.4592709207454526
30,450,15.00131399317406,True,OK,0.13118869695664556,-0.04260307638429717,-0.013149686238098757,-1.9603671425107632,11.521374382283168,12.398881815825856,1.4359494976411886,0.13118869695664556,-0.04260307638429717,-0.013149686238098757,-0.03421486118472571,0.20108591732576914,0.21640131125181436,1.4359494976411886
31,465,15.50135779294653,True,OK,-0.035651617126447974,0.03343546500425287,-0.03045954496309955,-1.617332610878009,-0.22367827942729965,0.27349947135409725,1.3689468730569985,-0.035651617126447974,0.03343546500425287,-0.03045954496309955,-0.028227779159697517,-0.003903922441202275,0.004773466277592911,1.3689468730569985
32,480,16.001401592719,True,OK,0.0663899160465007,-0.03192695381574051,0.012748129941368314,77.05029779218755,6.398297203950043,-149.22242887629744,1.342758472392703,0.0663899160465007,-0.03192695381574051,0.012748129941368314,1.3447813861157905,0.11167135273007539,-2.6044227017144523,1.342758472392703
33,495,16.501445392491465,True,OK,-0.006831673422086241,0.039323826851470844,-0.015232526014158365,-0.24460458608668545,-0.8255720387823908,3.7425916672959394,1.2774595900380519,-0.006831673422086241,0.039323826851470844,-0.015232526014158365,-0.004269155392690573,-0.014408950289155039,0.06532054715201832,1.2774595900380519
34,510,17.001489192263936,True,OK,0.016607892987392313,0.08923454452652496,-0.015808688319384312,-3.7488269589463,0.9166776194428403,11.468340191442152,1.2559460089369352,0.016607892987392313,0.08923454452652496,-0.015808688319384312,-0.06542937352113923,0.01599904263862115,0.20016029607946237,1.2559460089369352
35,525,17.501532992036406,True,OK,-0.03822407203393114,0.09153171173395569,0.009002269489636783,-13.014991472341075,23.936628862206806,30.280624632256842,1.244701812696481,-0.03822407203393114,0.09153171173395569,0.009002269489636783,-0.22715445331133627,0.41777298547341285,0.528496599393379,1.244701812696481
36,540,18.001576791808873,True,OK,-0.04872007618356379,0.2137596378757055,-0.10344325535797705,-61.77912018146221,76.71724450840304,15.890614907821186,1.1637210761990366,-0.04872007618356379,0.2137596378757055,-0.10344325535797705,-1.0782490561517923,1.3389685097291717,0.2773435503079749,1.1637210761990366
37,555,18.501620591581343,True,OK,-0.016913913976703804,-0.0013725561259510244,-0.048309810353445504,-0.2840693637776284,-1.4385875107265318,-1.5285840235626924,1.142293457951345,-0.016913913976703804,-0.0013725561259510244,-0.048309810353445504,-0.004957945701965133,-0.02510808864024722,-0.026678824104551566,1.142293457951345
38,570,19.00166439135381,True,OK,-0.05446346737913811,-0.08680628885637695,0.10117400140922927,17.568488931342813,1.099816094154116,-8.722876682394615,1.159952299720467,-0.05446346737913811,-0.08680628885637695,0.10117400140922927,0.3066279764521121,0.01919541200941328,-0.15224291835322573,1.159952299720467
39,585,19.50170819112628,True,OK,-0.008815462899373183,0.0085388868920456,-0.015187434126616384,-2.9757661609031616,1.6563730779311328,0.9626066801426458,1.1535815323152472,-0.008815462899373183,0.0085388868920456,-0.015187434126616384,-0.051936917277191526,0.02890916385129089,0.01680065597018109,1.1535815323152472
