sample_idx,frame_idx,timestamp_sec,valid,message,tx,ty,tz,rx_deg,ry_deg,rz_deg,scale,pose_tx,pose_ty,pose_tz,pose_rx,pose_ry,pose_rz,pose_scale
24,360,12.001051194539249,True,OK,0.012494304203019654,-0.10594371891274124,0.031022761876257854,-10.31448058003615,-6.724217174501606,0.9490505946751109,1.2389392567523272,0.012494304203019654,-0.10594371891274124,0.031022761876257854,-0.18002164675464533,-0.11735972931420313,0.01656405764509085,1.2389392567523272
25,375,12.501094994311718,True,OK,-0.025948325347563236,-0.09715366101823278,0.04426263991687418,-7.652410387679138,-10.034863311698395,5.683969589663837,1.3412800597989891,-0.025948325347563236,-0.09715366101823278,0.04426263991687418,-0.13355975697881667,-0.175141404776719,0.099203983922865,1.3412800597989891
26,390,13.001138794084186,True,OK,0.0023024563376334295,-0.23216753992774458,0.04515840667549598,-3.187870021047923,-2.832655655671425,3.3992706660361525,1.3880161876209656,0.0023024563376334295,-0.23216753992774458,0.04515840667549598,-0.055638827992907196,-0.04943916776670515,0.059328465288791446,1.3880161876209656
27,405,13.501182593856655,True,OK,-0.06633035018982682,-0.05287621633963657,-0.011995611933175443,-9.944763647739908,-9.68645344940588,-2.706423442623616,1.3091260511653813,-0.06633035018982682,-0.05287621633963657,-0.011995611933175443,-0.17356886898570292,-0.16906050553329457,-0.04723600002694194,1.3091260511653813
28,420,14.001226393629123,True,OK,-0.09639722242010995,-0.03173012481530291,-0.00804493633366865,-7.65394443266535,6.496739302376766,8.137639601274575,1.3886619174580257,-0.09639722242010995,-0.03173012481530291,-0.00804493633366865,-0.13358653111469979,0.11338949147019403,0.14202860438291987,1.3886619174580257
29,435,14.501270193401592,True,OK,0.06243878425449745,-0.03775696373273196,-0.01646441551397848,-1.094189848055165,2.386178363925607,3.9753514538897328,1.3547935071506851,0.06243878425449745,-0.03775696373273196,-0.01646441551397848,-0.0190972154904591,0.04164666899035333,0.06938297179431938,1.3547935071506851
30,450,15.00131399317406,True,OK,0.09920629798163691,-0.052028914343777766,-0.0015677494468838704,1.782680251754691,0.4791803092077132,1.1851601495187318,1.2516601566440115,0.09920629798163691,-0.052028914343777766,-0.0015677494468838704,0.031113639903400776,0.008363274106399097,0.02068494677253016,1.2516601566440115
31,465,15.50135779294653,True,OK,-0.014698536714002994,0.12877364689052528,-0.10242334196438974,-8.158005979881207,13.245621528401438,17.763883389992955,1.2553360331839523,-0.014698536714002994,0.12877364689052528,-0.10242334196438974,-0.14238406474631335,0.2311797071436487,0.310038253095709,1.2553360331839523
32,480,16.001401592719,True,OK,0.046039650756402685,-0.031105381734561344,-0.008010834080415918,75.37270662163134,6.384502467795599,-144.18829756217377,1.2193734249661115,0.046039650756402685,-0.031105381734561344,-0.008010834080415918,1.3155018966871987,0.11143058916473644,-2.5165605353052456,1.2193734249661115
33,495,16.501445392491465,True,OK,0.018938075506973726,0.03670512990686159,-0.000578018940253,-1.3348745910831763,0.07166375512011253,8.756532863271683,1.1517318271912231,0.018938075506973726,0.03670512990686159,-0.000578018940253,-0.023297956715614365,0.001250768481188908,0.15283032952317732,1.1517318271912231
34,510,17.001489192263936,True,OK,-0.00592644565315887,0.10649967303112162,-0.04474402070423844,0.24301763486250247,-6.616462917789107,0.3129772736885638,1.1373558723874153,-0.00592644565315887,0.10649967303112162,-0.04474402070423844,0.004241457868760025,-0.11547906275153082,0.005462483909780856,1.1373558723874153
35,525,17.501532992036406,True,OK,-0.031201633119673944,0.09852157486247276,0.019825352180980915,-9.924317322729248,55.35088513021766,67.47411366453602,1.1266824464880445,-0.031201633119673944,0.09852157486247276,0.019825352180980915,-0.17321201329433406,0.9660551894154685,1.1776454433110501,1.1266824464880445
36,540,18.001576791808873,True,OK,-0.013260154507005864,0.19648663190289942,-0.04080936488193465,-27.35155337550556,6.515964482777674,3.883889625288095,1.1341824612936966,-0.013260154507005864,0.19648663190289942,-0.04080936488193465,-0.47737466193754097,0.11372503416747977,0.06778666174532608,1.1341824612936966
37,555,18.501620591581343,True,OK,-0.014743928640883433,0.004968631993719164,-0.06227228526097994,-20.52194057675824,33.303834253224174,9.361468485999083,1.1368149849962526,-0.014743928640883433,0.004968631993719164,-0.06227228526097994,-0.3581754319630554,0.5812615612572287,0.16338844790237267,1.1368149849962526
38,570,19.00166439135381,True,OK,-0.05053386276938601,-0.09926305632065016,0.09263185462531509,19.145054966166192,-0.9992543235027787,-10.299659922033491,1.1364301654402142,-0.05053386276938601,-0.09926305632065016,0.09263185462531509,0.3341442446348916,-0.017440278009912043,-0.17976297747518688,1.1364301654402142
39,585,19.50170819112628,True,OK,-0.007490975285962015,0.013224698989370287,-0.01783315024968235,-4.119685992598729,3.4265310303460312,2.285740208407442,1.1355322817762592,-0.007490975285962015,0.013224698989370287,-0.01783315024968235,-0.07190208471913857,0.059804248401291976,0.03989369248193124,1.1355322817762592
